cpu,mem,time,io,net,lost
41,88,18521,202,5.896,0
24,87,18525,201,5.848,0
20,88,18530,201,5.8,0
51,88,18535,201,5.6,0
15,88,18539,201,5.152,0
13,88,18544,201,5.464,0
31,88,18549,200,5.68,0
27,88,18553,200,5.688,0
18,88,18558,200,5.504,0
26,88,18562,200,5.688,0
23,88,18567,200,5.472,0
12,88,18572,199,5.816,0
15,88,18576,199,5.592,0
28,88,18581,199,5.552,0
25,89,18586,199,5.416,0
16,89,18591,199,5.336,0
15,89,18595,198,5.496,0
25,89,18600,198,5.248,0
22,89,18604,198,5.568,0
12,89,18609,198,10.496,0
17,90,18614,198,12.528,0
20,89,18618,197,8.752,0
44,90,18623,197,5.192,0
17,90,18627,197,6.96,0
29,90,18632,197,5.96,0
61,90,18636,197,5.632,0
19,90,18641,197,5.872,0
20,90,18645,196,5.688,0
63,90,18650,196,5.496,0
19,90,18655,196,5.552,0
19,91,18659,196,5.752,0
49,90,18664,196,5.76,0
22,91,18668,195,6.672,0
17,91,18673,195,5.888,0
34,91,18677,195,7.824,0
26,91,18682,195,5.728,0
20,91,18686,195,6.504,0
40,91,18691,195,5.192,0
23,91,18696,194,5.728,0
32,91,18700,194,5.384,0
30,92,18704,194,5.176,0
29,92,18710,194,4.512,0
3,92,18715,194,4.632,0
52,92,18719,193,6.504,0
18,92,18724,193,5.376,0
20,92,18728,193,5.88,0
51,92,18733,193,5.016,0
30,92,18737,193,6.112,0
32,93,18742,193,5.728,0
51,93,18746,192,5.344,0
25,93,18751,192,6.96,0
33,93,18756,192,9.592,0
13,93,18761,192,5.848,0
36,93,18766,193,4.544,0
43,93,18771,192,5.088,0
63,93,18776,192,3.936,0
35,93,18780,191,4.56,0
41,93,18785,191,4.136,1
78,93,18790,192,5.24,1
32,93,18795,192,4.584,1
27,93,18799,192,5.232,1
51,93,18804,191,6.544,1
37,93,18809,191,6.472,1
7,97,18815,191,5.928,1
42,93,18820,191,5.376,1
30,93,18825,191,5.696,1
39,93,18829,191,6.184,1
38,93,18844,190,4.808,1
17,93,18849,190,7.864,1
35,93,18853,190,4.376,1
37,93,18858,190,6.008,1
38,93,18862,190,6.712,1
38,93,18867,189,5.888,1
9,93,18886,189,3.472,1
31,93,18891,189,6.12,1
32,93,18895,188,5.744,0
45,93,18900,188,4.192,1
26,93,18904,188,4.352,1
0,93,18909,188,3.672,1
56,93,18915,188,3.416,1
25,93,18919,188,4.288,1
34,93,18924,187,3.528,1
81,93,18930,187,4.488,1
25,93,18934,187,5.104,1
34,93,18939,187,4.304,1
57,92,18943,187,3.416,1
6,92,18948,186,3.832,1
28,96,18954,186,2.384,1
21,92,18959,186,5,1
36,92,18963,186,4.336,1
38,93,18968,186,3.856,1
3,92,18974,186,5.6,1
13,92,18978,185,4.312,1
35,93,18983,185,5.28,1
24,92,18987,185,5.912,1
36,92,18992,185,11.296,1
23,92,18998,185,11.448,1
19,93,19002,185,12.52,1
10,92,19007,184,10.064,1
13,91,19012,184,8.184,1
26,90,19017,184,8.776,1
23,90,19021,184,5.656,1
21,90,19026,184,5.512,0
33,90,19031,184,5.096,0
64,90,19036,183,4.648,0
7,90,19041,183,4.824,0
32,90,19046,183,7.096,0
33,90,19052,183,14.28,0
22,89,19056,183,12.128,0
22,89,19061,183,5.296,0
28,89,19066,182,5.456,0
27,89,19071,182,5.784,0
51,88,19076,182,5.928,0
28,88,19080,182,5.448,0
21,88,19085,182,5.552,0
44,88,19089,182,4.856,0
19,88,19094,182,5.656,0
34,88,19099,181,5.56,0
62,88,19103,181,5.848,0
23,87,19108,181,5.28,0
28,87,19112,181,6.432,0
64,87,19117,181,5.696,0
25,87,19121,181,5.84,0
15,87,19126,181,5.512,0
55,87,19131,180,5.664,0
16,87,19135,180,5.728,0
14,87,19140,180,5.784,0
17,87,19145,180,5.312,0
23,87,19149,180,5.8,0
18,87,19154,180,5.92,0
19,87,19159,179,5.672,0
17,87,19163,179,5.584,0
20,87,19168,179,7.648,0
7,87,19173,179,5.056,0
14,87,19178,179,7.568,0
11,88,19183,179,5.6,0
23,88,19188,179,6.776,0
12,88,19192,178,5.568,0
18,91,19197,178,6.56,0
13,88,19202,178,5.072,0
13,88,19207,178,6.64,0
18,88,19211,178,5.576,0
24,88,19216,178,5.536,0
12,88,19221,178,5.64,0
12,88,19225,177,5.664,0
20,89,19230,177,5.536,0
15,89,19235,177,5,0
15,89,19239,177,5.576,0
23,89,19244,177,5.248,0
24,89,19248,177,6.648,0
28,89,19253,177,5.488,0
28,89,19258,176,6.784,0
20,89,19262,176,5.896,0
49,90,19267,176,6.696,0
22,90,19271,176,5.984,0
25,90,19276,176,5.592,0
34,90,19280,176,5.584,0
23,90,19285,176,6.016,0
23,90,19289,175,6.016,0
32,90,19294,175,5.528,0
20,90,19298,175,5.536,1
27,90,19302,175,5.32,1
23,90,19307,175,5.392,1
12,91,19311,175,5.456,1
40,91,19316,175,6.168,1
25,91,19321,174,5.472,1
31,91,19325,174,5.432,1
29,91,19330,174,4.992,1
28,90,19334,174,3.552,1
42,90,19340,174,3.624,1
33,90,19344,174,4.264,1
50,90,19349,174,5.792,1
23,90,19354,174,5.032,1
22,89,19358,173,5.128,1
60,89,19363,173,5.968,1
26,89,19367,173,6.216,1
28,89,19372,173,5.128,1
59,88,19377,173,5.344,1
21,88,19381,173,3.888,1
22,88,19386,173,5.48,1
31,88,19390,172,5.168,1
18,87,19395,172,5.584,1
23,87,19399,172,5.576,1
29,87,19404,172,5.28,1
11,87,19409,172,5.12,1
14,87,19414,172,5.632,1
22,87,19418,172,6.024,1
23,87,19423,172,5.448,1
18,87,19427,171,5.512,1
5,87,19432,171,0.016152,1
8,87,19437,171,5.392,1
24,90,19441,171,5.48,1
26,88,19446,171,5.728,1
23,87,19450,171,5.248,1
21,88,19455,171,5.952,1
23,87,19459,170,5.8,1
20,87,19464,170,5.68,1
21,90,19468,170,3.952,1
19,87,19473,170,7.496,1
29,87,19478,170,5.712,1
24,88,19482,170,5.72,1
24,87,19487,170,5.336,1
23,87,19491,170,4.672,1
17,88,19496,169,4.576,1
12,87,19500,169,4.288,1
9,87,19505,169,3.112,1
8,88,19510,169,4.2,1
12,87,19514,170,4.376,1
25,87,19520,170,3.576,1
12,87,19524,169,4.288,1
4,87,19529,170,4.456,1
20,87,19533,168,3.408,1
12,87,19538,168,4.432,1
9,87,19542,168,3.216,1
9,87,19547,169,2.456,1
9,87,19551,169,3.456,1
15,87,19556,169,2.832,1
16,87,19561,169,3.696,1
11,87,19565,169,2.976,1
13,87,19570,168,2.256,1
11,87,19574,168,2.904,1
9,87,19579,168,2.144,1
13,87,19583,168,2.552,1
7,87,19588,168,2.336,1
28,87,19592,168,2.496,1
9,87,19597,168,2.464,1
16,87,19601,168,1.952,1
36,87,19606,167,2.128,1
10,87,19611,167,1.984,0
5,87,19615,167,1.768,1
40,87,19620,167,2.08,0
4,87,19624,167,1.992,0
9,87,19629,167,1.872,0
4,87,19633,167,2.192,0
16,87,19638,167,2.48,0
7,87,19642,167,1.688,0
16,87,19646,166,2.32,0
17,87,19651,166,2.064,1
5,87,19655,166,2.008,1
10,87,19660,166,2.032,0
9,86,19665,166,1.696,1
8,87,19669,166,1.704,1
23,87,19674,166,2.184,1
12,86,19678,166,1.816,1
11,86,19683,166,0.896,1
33,87,19687,165,5.816,1
28,86,19691,165,6.048,1
26,87,19696,165,4.216,1
37,87,19701,165,4.864,0
18,87,19705,165,5.84,0
14,87,19710,165,5.368,0
50,87,19715,165,5.8,0
23,86,19719,165,5.088,0
20,87,19723,164,5.496,0
47,86,19728,164,5.656,0
24,86,19733,164,5.72,0
25,87,19737,164,5.76,0
53,86,19742,164,5.904,0
20,87,19746,164,5.752,0
27,87,19751,164,5.896,0
58,87,19755,164,6.016,0
14,85,19759,246,1.091008,0
5,86,19763,246,1.204136,0
1,85,19767,245,0.200632,0
23,86,19772,245,2.49476,1
18,86,19776,245,1.971336,1
0,86,19781,245,1.79064,0
20,86,19785,244,2.98716,0
31,87,19790,244,2.510584,0
15,86,19795,244,3.749696,0
12,86,19799,244,3.372048,0
18,87,19804,243,2.619016,1
14,86,19808,243,2.856336,1
3,86,19813,243,2.206808,1
4,87,19817,242,2.80032,1
11,86,19821,242,2.996704,1
8,87,19826,242,4.022744,1
6,87,19831,242,2.425608,1
3,86,19835,241,2.6408,1
20,87,19840,241,1.809216,1
6,87,19844,241,1.214888,1
8,87,19849,241,1.466152,0
21,87,19854,240,5.303632,0
22,88,19858,240,3.509264,1
30,88,19863,240,3.476624,1
6,89,19868,239,3.533256,0
24,89,19872,239,3.557408,0
60,89,19877,239,3.203624,0
25,89,19881,239,2.728696,0
37,89,19886,238,2.631672,0
51,90,19890,238,2.833304,0
21,90,19895,238,3.998304,0
12,90,19899,238,2.334168,0
53,90,19904,237,2.906936,0
49,90,19918,237,2.719904,0
18,91,19922,236,2.479336,0
27,91,19926,236,4.663592,0
26,91,19931,236,1.920912,0
29,91,19935,236,3.54076,0
3,91,19940,235,1.963016,0
0,91,19945,235,3.22136,0
38,91,19950,235,2.011408,0
13,91,19955,234,3.549592,0
43,91,19959,234,2.382072,0
31,91,19963,234,3.03144,0
40,92,19968,234,5.102976,1
32,92,19973,234,4.532704,1
5,92,19978,233,4.982384,1
4,93,19983,233,5.4538,1
39,92,19987,233,6.42212,1
3,90,20011,231,3.705608,1
3,91,20016,231,3.077768,1
2,90,20020,231,2.059016,0
5,90,20025,231,1.986208,1
5,90,20029,230,1.982776,0
4,90,20034,230,1.35568,1
0,90,20038,230,1.260056,0
5,89,20042,230,1.79328,1
30,89,20047,230,1.438888,1
7,89,20051,229,2.41948,1
7,89,20055,229,1.721984,1
8,88,20060,229,2.6822,0
9,88,20064,229,2.955544,1
9,88,20069,228,2.39632,0
40,89,20075,228,3.845768,0
8,89,20079,228,1.637232,0
23,90,20084,228,4.269264,0
17,90,20089,227,3.918,0
32,91,20093,227,3.853912,0
3,91,20098,227,4.620624,1
37,92,20103,227,7.101936,1
18,92,20108,226,3.066912,0
7,92,20113,226,3.438648,0
44,92,20118,226,1.940632,0
28,92,20123,226,3.044184,0
3,91,20127,224,3.453128,0
39,91,20132,225,2.800992,0
25,92,20138,224,1.744096,0
33,95,20142,224,1.89804,0
29,91,20147,223,2.52884,0
26,91,20151,224,1.970856,0
29,94,20156,223,2.470336,0
25,91,20161,224,2.01908,0
29,91,20165,223,2.424744,0
28,91,20170,222,2.220208,0
36,91,20174,222,2.106816,0
28,91,20179,222,1.269168,0
11,91,20184,223,2.607672,0
26,91,20188,222,2.235904,0
18,91,20193,221,2.67252,0
31,92,20197,221,2.502904,0
27,91,20201,221,2.719672,0
37,91,20206,221,3.24268,0
36,91,20211,220,2.414432,0
10,90,20215,220,2.486904,0
20,90,20220,220,2.26916,0
27,91,20224,220,2.566904,0
26,90,20229,219,2.672128,0
26,90,20233,219,2.655392,0
37,90,20238,219,2.32552,0
23,89,20243,219,2.334008,0
20,89,20247,219,2.526944,0
24,89,20252,218,2.535024,0
22,89,20256,218,2.61544,0
22,89,20261,218,2.58344,0
25,89,20266,218,2.574992,0
21,88,20270,217,3.55472,0
20,88,20275,217,6.30996,0
27,88,20279,217,5.048688,0
20,87,20284,217,2.51912,0
16,88,20289,217,2.45472,0
13,88,20293,216,3.95484,0
23,87,20298,216,4.704176,0
21,87,20303,216,2.486848,0
26,87,20307,216,3.7392,0
9,87,20312,216,2.289992,0
20,90,20316,215,2.58572,0
17,87,20321,215,3.08268,0
19,87,20326,215,2.503056,0
15,87,20330,215,2.063024,0
7,86,20335,215,2.076896,0
17,87,20340,214,2.744696,0
26,87,20344,214,2.64852,0
27,87,20349,214,2.801768,0
19,87,20353,214,2.841536,0
22,87,20358,213,2.72064,0
22,87,20362,213,3.02624,0
18,87,20367,213,2.63996,0
13,87,20372,213,2.470232,0
13,87,20376,213,3.796624,0
11,87,20381,212,4.655984,0
20,87,20386,212,2.406488,0
12,87,20390,212,2.623768,0
7,87,20395,212,4.611368,0
21,87,20400,212,3.298896,1
43,87,20404,211,3.493488,1
13,87,20409,211,2.899816,0
8,87,20414,211,4.903016,0
17,88,20418,211,2.267648,1
18,87,20423,211,2.573968,1
21,88,20442,210,2.649664,1
43,88,20448,210,3.217848,1
17,88,20452,209,4.926352,1
17,88,20457,209,2.968264,0
23,89,20461,209,4.374992,0
19,89,20466,209,3.862168,1
20,89,20471,209,2.800976,0
25,89,20476,208,2.486336,0
23,90,20480,208,2.391056,0
10,90,20485,208,5.99068,1
21,90,20490,208,3.127472,1
32,90,20494,208,3.395976,1
37,90,20499,207,5.783432,1
20,90,20504,207,2.828568,1
21,90,20508,207,6.311224,0
10,89,20513,207,4.814264,0
27,90,20518,207,5.144848,0
31,90,20523,207,3.252552,0
21,90,20527,206,2.211592,0
0,90,20532,206,1.394664,0
25,90,20536,206,2.06708,0
35,91,20541,206,3.46204,0
17,91,20550,205,2.237288,0
26,91,20555,205,2.593304,0
4,92,20560,205,1.979648,0
27,92,20564,205,2.23876,0
27,92,20569,205,1.769784,0
25,92,20574,204,1.348688,1
28,92,20578,204,2.054168,1
35,92,20583,204,1.771976,1
32,92,20587,204,2.455568,1
37,92,20592,204,2.119184,1
20,92,20596,204,1.885456,1
34,93,20601,203,2.50668,1
13,93,20606,203,2.41028,1
38,93,20610,203,1.810688,1
4,93,20615,203,2.458896,1
53,93,20620,203,2.635624,1
26,93,20624,202,2.386264,1
36,93,20629,202,2.546656,1
39,93,20633,202,1.93056,1
23,93,20638,202,3.726608,1
36,93,20642,202,2.932888,1
29,92,20647,202,2.563312,1
21,92,20651,202,3.61428,1
28,92,20656,201,2.98868,1
33,92,20660,201,2.660504,1
25,92,20665,202,2.563744,1
2,92,20670,202,2.642936,1
28,92,20674,201,2.26484,1
14,92,20679,201,2.4582,1
33,92,20684,201,3.684672,1
14,93,20689,201,5.141576,1
33,92,20694,201,4.302208,1
8,92,20699,200,3.963872,1
76,92,20704,200,4.701256,1
16,93,20709,200,5.417,1
43,93,20713,200,2.892584,1
28,93,20718,200,2.17512,1
36,93,20722,200,2.690088,1
3,93,20727,199,1.763208,1
42,93,20733,199,2.528944,1
36,92,20737,199,2.374384,0
31,92,20742,199,2.269912,0
25,92,20746,199,1.640328,0
28,91,20751,198,1.161896,0
35,91,20755,198,2.25284,0
38,91,20760,198,2.373328,0
27,91,20765,198,2.203832,0
7,92,20769,198,2.745088,0
38,91,20774,198,2.325216,0
10,91,20779,197,1.589968,0
26,92,20783,197,2.14952,0
43,91,20788,197,2.744576,0
33,90,20792,197,2.269016,0
20,90,20797,197,3.779648,0
26,90,20801,197,2.318944,0
34,90,20806,196,2.21108,0
40,90,20810,196,2.406384,0
46,90,20815,196,2.695672,0
27,90,20819,196,2.325968,0
25,90,20824,196,2.341912,0
32,89,20828,196,2.413872,0
32,89,20833,196,2.430384,0
31,89,20837,195,2.566992,0
25,89,20842,195,2.953536,0
28,89,20846,195,3.507624,0
31,89,20851,195,4.55824,0
17,88,20856,195,5.167928,0
22,88,20861,195,2.58324,0
22,88,20865,194,2.566992,0
22,88,20870,194,2.64,0
21,87,20875,194,2.527184,0
14,87,20879,194,2.59912,0
21,87,20884,194,2.188512,0
30,87,20889,194,2.655904,0
28,87,20893,193,2.784976,0
26,87,20898,193,2.61544,0
43,86,20902,193,2.73652,0
21,86,20907,193,2.768576,0
22,86,20911,193,2.792992,0
51,86,20916,193,2.75264,0
10,86,20921,192,3.017816,0
19,86,20925,192,2.744576,0
54,86,20930,192,2.672336,0
23,86,20935,192,2.631904,0
21,86,20939,192,2.70452,0
60,86,20945,192,2.736696,0
14,86,20949,191,2.575768,0
13,86,20954,191,2.478944,0
21,86,20959,191,2.68832,0
20,86,20964,191,2.98696,0
23,87,20968,191,2.7368,0
13,86,20973,191,3.003064,0
11,86,20978,191,2.656,0
17,87,20982,190,2.995144,0
16,87,20987,190,3.803872,0
17,87,20992,190,2.688208,0
25,87,20996,190,2.58352,0
16,87,21001,190,2.800904,0
19,88,21006,190,5.855544,0
17,87,21012,189,4.718608,1
20,87,21017,189,3.862432,0
38,87,21021,189,2.526536,0
22,88,21026,189,2.841944,0
22,88,21031,189,2.599856,0
7,88,21036,189,2.36612,0
9,88,21040,189,2.519024,0
23,89,21045,188,2.825032,0
33,88,21051,188,2.503184,0
14,89,21056,188,2.59152,0
13,88,21060,188,2.639672,0
9,89,21065,188,5.159264,0
29,89,21069,188,2.704856,0
26,89,21075,187,4.42936,0
45,89,21079,187,3.917416,0
21,90,21084,187,7.128296,0
19,89,21089,187,4.267504,1
62,89,21094,187,4.02908,1
14,89,21098,187,6.832176,1
8,89,21103,187,3.275552,1
30,89,21107,186,6.728576,1
12,88,21112,186,2.750072,1
36,89,21117,186,3.390848,1
29,89,21121,186,6.61648,1
50,90,21127,186,5.120672,1
13,90,21132,186,3.204936,0
17,90,21137,185,3.001768,0
24,90,21141,185,2.39872,0
20,91,21146,185,2.454848,0
3,91,21151,185,1.785784,0
25,91,21156,185,1.511152,0
31,91,21160,185,2.091552,0
40,91,21166,185,2.100368,0
34,91,21171,184,2.979368,0
3,91,21176,184,1.941216,1
26,92,21180,184,2.96432,1
8,92,21185,184,2.192208,1
29,92,21189,184,2.427064,1
22,92,21194,184,2.128264,1
30,92,21199,184,3.004544,1
29,92,21203,183,2.458752,1
28,92,21208,183,2.336384,1
47,92,21212,183,3.663408,1
32,92,21217,183,2.972624,1
1,92,21221,183,2.109968,1
25,92,21226,183,2.85268,1
16,92,21231,183,2.173288,1
61,92,21235,182,4.013352,1
41,92,21240,182,4.552176,1
6,92,21245,182,2.305496,1
68,93,21249,182,2.12,1
45,92,21255,182,1.950432,1
44,93,21259,182,3.453096,1
8,92,21264,182,3.02928,1
34,93,21268,182,1.618504,1
15,92,21273,181,2.539,1
43,92,21278,181,2.369904,1
25,92,21282,181,2.086168,1
33,92,21287,181,2.27924,1
29,92,21293,181,2.19996,1
24,92,21298,181,2.003592,1
36,93,21302,181,2.245968,0
26,92,21306,180,2.148568,0
39,92,21311,180,2.456576,1
28,92,21315,180,1.906632,1
25,92,21320,180,1.933768,1
38,92,21325,180,2.157648,1
42,93,21329,180,1.649016,1
34,92,21334,180,1.955768,0
33,92,21339,179,1.730448,0
19,92,21344,179,1.988512,0
29,92,21348,179,2.153944,0
36,92,21353,179,3.0422,0
27,92,21358,179,1.945664,0
33,91,21363,179,2.189648,0
30,91,21367,179,1.809144,0
30,91,21372,179,2.839568,0
46,91,21377,178,2.180368,0
25,91,21382,178,1.639384,0
71,91,21387,178,1.673624,0
34,91,21392,178,2.47924,0
25,91,21396,178,2.067016,0
28,90,21401,178,2.55144,0
13,90,21406,178,1.745144,0
8,90,21410,178,1.94656,0
19,90,21415,177,2.269288,0
32,90,21419,177,2.929408,0
38,90,21424,177,2.49464,0
23,89,21428,177,2.293392,0
3,89,21433,177,2.25284,0
7,89,21437,177,2.422584,0
13,89,21442,177,2.293392,0
6,88,21447,177,2.438488,0
19,88,21451,176,2.63972,0
50,88,21456,176,2.784856,0
25,88,21460,176,2.655856,0
22,88,21465,176,2.607616,0
49,88,21470,176,2.687856,0
23,88,21474,176,2.720264,0
25,87,21479,176,2.54312,0
52,87,21484,176,2.50264,0
10,87,21488,175,2.535288,0
24,87,21493,175,3.283456,0
50,87,21498,175,2.567672,0
13,86,21502,175,2.78484,0
18,86,21507,175,2.898088,0
14,86,21512,175,2.551336,0
14,86,21517,175,2.56744,0
20,87,21521,175,2.736696,0
17,86,21526,174,2.704464,0
15,86,21531,174,2.607856,0
18,87,21535,174,2.623904,0
19,86,21540,174,2.59972,0
16,86,21545,174,2.680208,0
19,86,21550,174,2.551392,0
19,86,21554,174,0.542256,0
6,85,21558,163,2.366848,0
4,85,21562,163,2.08676,0
14,85,21567,163,2.558848,0
9,85,21571,163,0.054424,0
8,85,21576,163,2.334008,0
15,85,21581,163,3.501112,0
14,86,21585,162,2.664264,0
21,86,21590,162,2.872952,0
38,86,21594,162,4.830448,1
9,86,21599,162,4.543296,0
11,86,21604,162,3.926856,0
17,89,21609,162,3.003432,0
10,87,21614,162,3.528744,0
15,87,21619,162,2.91112,1
16,86,21624,162,6.000384,0
32,86,21628,162,3.108672,0
27,87,21633,161,5.079896,0
19,87,21638,161,2.334296,1
38,87,21642,161,2.250856,0
22,88,21647,161,4.81648,0
40,88,21653,161,3.324712,0
62,88,21657,161,2.84084,0
28,88,21662,161,2.914168,0
22,88,21666,161,2.776336,0
59,88,21671,161,3.090616,0
16,89,21695,160,2.943472,0
16,89,21700,160,2.390296,0
35,89,21705,160,2.009016,0
20,90,21709,160,2.954568,0
25,90,21713,160,2.923,0
18,90,21718,160,2.43944,0
42,90,21722,160,2.122856,0
17,90,21727,159,2.36032,0
61,90,21731,159,2.16256,0
24,90,21736,159,1.770752,0
37,90,21740,159,1.832472,0
40,91,21745,159,2.569216,0
33,91,21750,159,1.7036,0
31,91,21754,159,2.697088,0
45,91,21759,159,2.090752,0
22,91,21763,159,3.579872,0
36,91,21768,159,2.302944,0
23,91,21772,159,3.884968,0
36,91,21777,158,2.868192,1
40,91,21781,158,2.03432,1
32,92,21787,158,5.016464,1
11,92,21792,158,4.603512,1
50,91,21796,158,2.527024,0
54,92,21801,158,4.308544,1
40,92,21806,158,4.364272,0
5,92,21810,158,4.724368,0
45,92,21815,158,8.016816,0
38,92,21820,158,3.611312,0
24,91,21824,157,2.579904,0
41,91,21829,157,4.11168,0
8,91,21834,157,3.481904,1
35,91,21839,157,2.429456,1
19,91,21843,157,3.78696,1
46,91,21848,157,5.375224,1
10,91,21853,157,3.86224,0
35,91,21857,157,1.664792,1
56,91,21862,157,2.254944,0
30,91,21866,157,2.094088,0
32,91,21871,157,2.941456,0
36,93,21875,156,2.377344,0
22,91,21880,156,2.707904,0
42,91,21885,156,5.606056,1
22,91,21889,156,3.034712,0
48,91,21895,156,4.22988,1
42,91,21899,156,4.046488,0
29,91,21904,156,1.380272,0
33,91,21908,156,1.567776,0
6,91,21913,156,2.418096,1
30,91,21917,156,4.23024,0
30,92,21922,156,3.669376,1
65,92,21927,155,2.842912,0
35,91,21931,155,2.28752,0
2,91,21936,155,1.614888,0
32,95,21941,155,2.498712,0
30,91,21945,155,2.721568,0
32,91,21950,155,1.7044,0
35,92,21955,155,1.621016,0
28,91,21959,155,2.439056,0
24,91,21965,155,2.373968,0
27,91,21969,155,2.421288,0
32,91,21974,155,2.379832,0
35,91,21978,154,2.607368,0
33,91,21983,154,2.535184,0
25,90,21987,154,2.067208,0
23,90,21991,154,3.051832,0
39,91,21996,154,2.68884,0
48,90,22002,154,1.00148,0
32,90,22006,154,2.26116,0
7,90,22011,154,2.025848,0
61,90,22017,154,2.721088,0
32,90,22021,154,2.463336,0
20,90,22026,154,2.825344,0
61,89,22030,154,2.792744,0
25,89,22035,153,2.695816,0
26,89,22039,153,2.583056,0
50,89,22044,153,3.467944,0
27,89,22048,153,4.284376,0
25,89,22053,153,4.275504,0
14,88,22058,153,6.237888,0
18,87,22063,153,3.216696,1
6,87,22067,153,1.705984,0
5,87,22072,153,4.670432,0
17,87,22076,153,2.842168,0
19,87,22081,153,2.833664,0
18,87,22086,152,3.158336,1
28,87,22090,152,3.332464,0
40,87,22095,152,2.566848,0
29,87,22100,152,2.655568,0
17,86,22104,152,4.444024,0
23,86,22109,152,2.369632,1
17,86,22114,152,2.568,0
18,89,22119,152,2.527392,0
11,86,22124,152,2.39876,0
13,86,22128,152,2.446992,0
21,87,22133,152,2.671904,0
24,86,22137,152,2.696,0
23,86,22142,151,3.000264,0
22,87,22146,151,2.671392,0
21,86,22152,151,2.575024,0
14,86,22156,151,2.608576,0
24,86,22161,151,2.48712,0
15,86,22165,151,2.664336,0
18,86,22170,151,2.470336,0
18,86,22174,151,2.178208,0
27,86,22179,151,6.489776,0
18,87,22184,151,3.043336,0
16,87,22188,151,2.840992,0
19,87,22193,151,3.248904,0
16,87,22197,150,3.018112,0
11,87,22202,150,3.039616,1
22,87,22207,150,4.199016,0
33,87,22211,150,3.017944,0
27,87,22216,150,2.841536,0
28,88,22220,150,2.695904,0
25,88,22240,150,5.509352,1
35,88,22245,150,4.742864,1
33,87,22250,150,3.30312,1
5,87,22254,150,2.125328,1
18,87,22259,148,5.207912,1
24,87,22263,148,3.65216,0
19,88,22268,149,5.646768,0
31,88,22273,148,4.191032,0
26,88,22277,148,2.243336,0
13,89,22282,148,2.8808,1
53,89,22287,148,4.590544,0
17,89,22292,149,3.774056,1
21,89,22296,148,4.662752,1
44,90,22302,148,5.239072,1
12,90,22307,148,3.628368,0
18,90,22311,148,3.171872,0
17,90,22316,147,4.7124,1
32,93,22320,147,2.979336,0
13,90,22325,148,1.993736,0
33,90,22330,148,2.033416,0
34,90,22334,147,2.7702,0
19,90,22339,147,2.285216,0
30,91,22343,147,2.6138,0
30,93,22347,147,3.31996,1
12,91,22352,147,5.991192,1
16,91,22357,147,3.990512,0
26,91,22362,147,2.048096,0
31,92,22368,147,4.102232,1
8,92,22373,146,4.04736,1
50,92,22378,146,2.715592,1
6,92,22383,146,2.48972,0
28,92,22387,146,2.046008,1
5,92,22392,146,2.394376,1
30,92,22397,146,2.610536,1
6,92,22401,146,2.426264,1
35,92,22406,146,3.00424,1
44,92,22411,146,2.313216,1
28,92,22415,146,3.14108,1
39,92,22420,146,2.304056,1
39,92,22424,146,2.226096,1
40,93,22430,146,4.822648,1
42,93,22435,145,3.870528,1
30,92,22439,145,3.438832,1
22,91,22444,146,2.844136,1
46,91,22449,146,2.703568,1
58,91,22454,145,2.801664,1
28,92,22458,146,5.673128,1
11,92,22463,146,2.249768,1
46,91,22468,146,3.01216,1
36,91,22472,146,2.037456,1
28,92,22477,146,1.966384,1
53,92,22482,145,2.973752,1
9,92,22486,145,2.038584,1
46,91,22491,145,2.183672,1
31,91,22495,145,2.754616,1
28,91,22500,145,1.979904,1
31,91,22504,145,2.8272,0
39,91,22508,145,2.190384,0
32,90,22513,145,2.737304,0
34,91,22517,145,2.21308,0
28,91,22522,145,1.954256,0
35,91,22526,145,1.849736,0
56,91,22531,145,2.705608,0
39,91,22535,145,1.64816,0
8,90,22540,144,1.671968,0
29,91,22545,144,1.599648,0
17,90,22549,144,1.826256,0
29,91,22554,144,2.23708,0
44,91,22559,144,1.864832,0
45,90,22563,144,1.858376,0
1,91,22568,144,2.543568,0
51,90,22572,144,2.75312,0
34,90,22577,144,2.045288,0
16,90,22582,144,1.993944,0
9,90,22587,144,2.24508,0
30,90,22591,144,2.431616,0
6,90,22596,144,2.703472,0
44,90,22600,144,2.470808,0
1,89,22606,143,2.04308,0
23,89,22610,143,2.454008,0
40,89,22616,143,2.591768,0
40,89,22620,143,3.067336,0
16,89,22625,143,2.293328,0
17,89,22630,143,2.430584,0
43,88,22634,143,2.55876,0
31,88,22639,143,2.567056,0
20,88,22643,143,2.78432,0
54,88,22648,143,4.341864,0
22,88,22653,143,5.671328,0
21,87,22657,143,4.388648,1
26,87,22662,143,4.53552,0
19,86,22680,142,2.390432,0
7,86,22685,142,2.317456,0
13,86,22689,142,2.865088,0
26,86,22694,142,3.708136,0
26,86,22699,142,2.897496,0
20,86,22703,142,2.65512,0
24,85,22708,142,3.187312,0
20,85,22713,142,2.551616,0
19,85,22717,142,2.736904,0
46,85,22722,142,2.696336,0
24,85,22727,142,2.736744,0
30,85,22731,142,3.049408,0
30,85,22736,141,2.543472,0
34,85,22742,141,2.061288,0
23,85,22746,141,2.776744,0
28,85,22751,141,2.575568,0
21,85,22755,141,2.728384,0
31,86,22774,141,2.542848,0
23,86,22779,141,2.656464,0
21,86,22784,141,3.412888,0
22,87,22788,141,2.591672,0
20,86,22793,141,3.564704,0
21,86,22797,141,2.567024,0
25,87,22802,141,3.155744,0
