cpu,mem,time,io,net,lost
32,93,48232,75,2.072904,1
63,92,48249,75,2.490592,1
53,92,48255,75,1.771976,1
28,92,48261,75,2.79636,1
42,92,48267,75,1.548968,1
42,92,48273,75,2.136576,1
34,92,48278,75,2.230768,1
30,92,48284,75,1.942192,1
35,92,48290,75,1.706408,1
25,92,48295,75,2.038632,1
49,93,48301,75,1.003656,1
8,92,48307,75,1.471448,1
36,92,48312,75,1.948432,1
33,92,48317,75,1.213192,0
35,91,48345,75,1.867976,1
31,91,48349,75,2.43908,0
47,91,48355,75,1.883976,0
32,91,48376,75,2.382976,0
8,91,48382,75,1.654872,0
44,91,48387,75,2.744576,0
42,90,48393,75,3.075696,0
29,90,48399,75,2.882112,0
32,90,48404,75,2.641136,0
26,88,48430,75,2.68852,0
21,88,48434,75,2.745176,0
20,88,48439,75,2.817928,0
27,87,48465,75,2.841968,0
34,87,48470,75,2.640352,0
19,87,48475,75,2.697072,0
46,87,48480,75,2.527928,0
22,87,48485,75,2.584352,0
12,86,48489,75,2.58428,0
15,87,48495,75,2.705,0
60,86,48517,75,2.866328,0
23,86,48522,75,2.656952,0
15,86,48526,75,2.50368,0
3,85,48526,74,2.029528,0
4,85,48531,74,2.205896,0
6,85,48536,74,0.827184,0
6,85,48541,74,0.816152,0
28,86,48545,74,3.437048,0
34,86,48551,74,2.04272,0
9,85,48556,74,0.035192,0
17,86,48560,74,5.392544,0
15,86,48565,74,3.04376,0
20,87,48569,74,2.406328,0
15,87,48574,74,2.722328,0
26,87,48580,74,2.632456,0
19,87,48585,74,3.075072,0
15,87,48591,74,6.069256,1
19,87,48596,74,5.23744,1
16,87,48601,74,4.992296,0
18,88,48606,74,3.750296,0
61,88,48612,74,2.503736,0
17,89,48631,74,2.4714,0
28,89,48637,74,2.801784,0
14,89,48642,74,2.56008,0
23,89,48646,74,2.689176,0
13,89,48651,74,2.365688,0
29,89,48656,74,2.882552,0
22,89,48661,74,2.576208,0
19,90,48688,74,2.302192,0
13,91,48693,74,4.79216,0
26,94,48698,74,2.64924,0
58,91,48704,74,3.115864,0
39,91,48725,74,2.6176,0
30,91,48730,74,3.49344,0
55,91,48736,74,2.650144,0
25,91,48742,74,1.967288,0
31,92,48747,74,1.731072,1
3,92,48752,74,1.510392,1
22,92,48757,74,1.84516,1
29,92,48762,74,1.956368,1
43,92,48768,74,3.492632,0
8,92,48790,74,3.254176,1
37,93,48796,74,3.124912,1
50,92,48802,74,1.957896,1
33,92,48807,74,1.529352,1
10,92,48813,74,2.693048,1
23,92,48818,74,2.435968,1
32,92,48823,74,2.378176,1
42,92,48847,74,1.932288,1
32,92,48853,74,2.0138,1
70,92,48858,74,2.451072,1
15,92,48880,74,1.698848,1
29,92,48886,74,1.294944,0
0,92,48891,74,1.70596,1
42,92,48897,74,3.32524,1
7,92,48903,73,2.028432,0
57,92,48908,73,3.146416,0
3,92,48944,73,3.60544,1
27,91,48950,73,1.559488,0
25,91,48956,73,2.245096,0
62,91,48961,73,2.381352,0
12,91,48967,73,1.470272,0
36,91,48972,73,2.98676,0
28,90,48978,73,1.446984,0
23,90,48983,73,2.567552,0
40,89,49008,73,2.382712,0
15,89,49013,73,2.648384,0
23,89,49017,73,2.591832,0
28,88,49022,73,2.71252,0
30,88,49027,73,2.326,0
45,88,49032,73,2.59252,0
13,88,49037,73,2.503552,0
19,87,49059,73,4.568008,1
35,87,49064,73,2.326512,0
18,87,49069,73,2.592208,0
20,87,49073,73,2.688904,0
22,87,49078,73,2.640456,0
53,87,49083,73,2.76148,0
28,86,49089,73,2.672736,0
15,87,49112,73,2.511928,0
24,86,49117,73,2.721072,0
17,86,49122,73,2.640616,0
26,87,49148,73,2.568136,0
23,87,49152,73,2.600384,0
21,87,49158,73,4.654944,0
24,88,49179,73,3.04304,0
31,88,49183,73,2.760904,0
13,88,49188,73,2.439192,0
12,88,49193,73,2.849544,0
34,91,49199,73,2.503784,0
24,88,49205,73,3.091888,0
12,88,49210,73,2.656656,0
22,89,49226,73,2.72124,0
19,90,49231,73,2.808952,0
31,89,49236,73,3.40496,0
38,89,49242,73,2.462456,0
29,89,49247,73,2.704576,0
28,90,49274,73,2.682112,0
4,90,49280,73,2.115976,0
37,90,49285,73,3.284696,0
41,91,49307,73,2.001912,0
49,91,49311,73,2.538176,0
33,91,49316,73,2.41608,0
23,91,49322,73,1.778072,0
17,91,49327,73,1.486272,0
66,91,49333,73,1.6898,0
33,92,49337,73,1.592656,0
5,92,49343,73,0.720832,1
57,92,49349,73,1.876368,0
54,92,49354,73,1.468448,1
37,92,49360,73,2.24808,1
63,92,49364,73,1.868912,1
30,92,49370,73,2.13532,1
39,92,49376,73,4.022928,1
43,93,49405,73,2.444672,1
56,93,49411,73,2.890856,1
46,93,49416,73,2.297784,1
57,93,49421,73,3.446536,1
55,93,49428,73,1.89456,1
42,93,49433,73,1.255112,1
38,93,49439,73,1.96752,1
41,92,49465,72,1.85484,1
42,92,49470,72,2.652264,1
45,93,49476,72,1.689408,1
33,92,49482,72,2.070768,1
16,93,49488,72,1.345528,0
43,95,49493,72,2.044512,0
31,92,49499,72,1.575992,0
14,92,49505,72,1.867528,0
41,92,49511,72,1.479056,0
49,92,49516,72,1.527992,0
24,92,49522,72,1.874664,0
58,95,49543,72,1.842144,0
26,91,49549,72,1.8258,0
15,91,49555,72,1.268984,0
24,91,49578,72,3.557088,0
23,91,49583,72,2.746456,0
42,91,49588,72,1.590272,0
31,90,49594,72,2.664352,0
43,89,49615,72,2.382192,0
26,89,49621,72,2.833632,0
28,89,49626,72,2.632616,0
18,89,49631,72,2.680736,0
21,88,49636,72,2.721,0
29,88,49642,72,2.69724,0
20,87,49665,72,2.5034,0
27,87,49671,72,2.584576,0
41,87,49677,72,2.744576,0
22,87,49682,72,2.890352,0
28,86,49687,72,2.720864,0
29,87,49691,72,2.817632,0
45,86,49697,72,2.560304,0
20,86,49721,72,2.688776,0
17,86,49726,72,2.55224,0
29,87,49730,72,2.632736,0
16,87,49753,72,2.56008,0
31,87,49758,72,2.551736,0
16,87,49763,72,2.914144,0
52,87,49769,72,2.407136,0
16,88,49774,72,2.753736,0
29,88,49780,72,2.606888,0
17,90,49850,72,1.897472,1
7,90,49855,72,2.874872,0
30,90,49860,72,2.430672,0
15,90,49865,72,2.642016,0
43,90,49870,72,2.831968,0
42,94,49876,72,2.713448,0
25,91,49883,72,4.55772,1
15,91,49888,72,3.806464,0
14,92,49893,72,4.094392,1
40,92,49899,72,4.695816,0
34,92,49905,72,1.973896,0
8,91,49933,72,1.93048,0
29,92,49939,72,1.527544,1
21,92,49944,72,1.78408,1
31,91,49950,72,1.770848,1
20,92,49965,72,2.160576,1
46,92,49970,72,1.789896,1
27,92,49976,72,2.112136,1
16,92,49982,72,2.249384,1
60,92,49988,72,1.184504,1
32,92,49993,72,1.976136,1
6,93,50014,72,2.436888,1
45,93,50020,72,2.03208,1
30,93,50025,72,4.286376,1
27,93,50031,71,5.024416,1
42,93,50036,71,1.910264,1
27,93,50042,71,1.676864,1
22,93,50047,71,2.161568,1
28,93,50070,71,1.698024,1
65,93,50076,71,2.182976,1
29,92,50081,71,1.693216,1
31,92,50087,71,1.9018,1
9,92,50092,71,1.318008,1
38,92,50097,71,1.787008,1
26,92,50103,71,1.826072,0
7,92,50109,71,0.994984,0
63,92,50114,71,1.713232,0
49,92,50131,71,1.592168,0
25,92,50136,71,1.534808,0
39,92,50142,71,0.866184,0
1,92,50147,71,1.534808,0
63,92,50153,71,2.084184,0
34,91,50158,71,1.714848,0
57,91,50164,71,2.42352,0
23,90,50191,71,2.358456,0
44,90,50197,71,2.358672,0
35,90,50202,71,3.00252,0
39,89,50222,71,2.47168,0
29,88,50228,71,2.59952,0
19,88,50233,71,2.929896,0
19,88,50237,71,2.607928,0
22,88,50242,71,2.543928,0
24,88,50248,71,2.672616,0
18,88,50253,71,4.18388,0
21,87,50258,71,4.941192,1
19,87,50265,71,3.589952,1
19,87,50270,71,2.825448,0
28,87,50276,71,2.47124,0
8,87,50281,71,2.471288,0
28,86,50305,71,2.689288,0
19,87,50310,71,2.689024,0
14,90,50315,71,2.640616,0
18,86,50321,71,2.689024,0
10,85,50324,71,1.5536,0
3,85,50329,71,0.784016,0
2,86,50333,71,2.683944,1
15,85,50339,71,1.849296,0
38,86,50343,71,3.90272,0
37,87,50370,71,2.971504,0
20,87,50375,71,2.382632,0
12,87,50380,71,3.05176,0
18,88,50404,71,3.781296,0
18,88,50408,71,2.486712,0
16,89,50414,71,5.332136,1
16,88,50419,71,7.750864,1
11,88,50425,71,6.862976,1
16,88,50431,71,4.950752,1
24,88,50436,70,4.767536,0
16,89,50441,70,4.926752,0
34,89,50446,70,4.816248,0
39,89,50451,70,3.156736,0
17,89,50456,70,3.653544,0
23,90,50462,70,2.761968,0
25,90,50468,70,2.865288,0
44,90,50473,70,3.765296,0
58,90,50479,70,2.319616,0
23,90,50485,70,2.189352,0
20,90,50489,70,1.81608,0
52,90,50494,70,2.71472,0
9,91,50500,70,2.07716,0
40,91,50506,70,1.545176,0
31,91,50511,70,3.514872,0
29,91,50517,70,4.8558,0
14,92,50523,70,3.559184,0
26,92,50529,70,0.961928,0
33,92,50534,70,4.527472,0
28,92,50562,70,1.774136,1
39,92,50568,70,2.192576,1
51,92,50573,70,2.12808,1
36,92,50577,70,1.1006,1
44,92,50583,70,2.182944,1
34,93,50588,70,3.196312,1
48,92,50593,70,2.805144,1
35,92,50599,70,4.013768,1
3,92,50628,70,2.586632,1
41,92,50633,70,1.382008,1
25,92,50638,70,3.174992,1
46,92,50644,70,2.764592,1
28,92,50649,70,1.503696,1
24,92,50655,70,1.418848,1
32,92,50678,70,1.201056,1
26,92,50684,70,1.43448,0
53,92,50690,70,1.641472,0
47,92,50695,70,2.085032,0
39,92,50700,70,1.673064,0
73,92,50705,70,2.439832,0
42,92,50711,70,0.995104,0
35,91,50716,70,1.429264,0
30,91,50721,70,3.63852,0
55,92,50726,70,2.276968,0
53,91,50750,70,1.70596,0
9,91,50755,70,1.113392,0
51,91,50761,70,4.054112,1
20,91,50767,70,3.398648,0
31,94,50773,70,3.124264,0
22,91,50779,70,1.914408,0
11,90,50784,70,2.342064,0
32,90,50789,70,1.544448,0
19,89,50811,70,3.792952,1
18,89,50816,70,6.949728,1
20,88,50821,70,5.103184,0
18,88,50826,70,3.692592,1
17,88,50832,70,3.396,1
17,88,50836,70,3.117192,0
22,88,50841,70,2.478976,0
17,88,50846,70,2.6314,0
32,88,50851,70,4.1098,0
43,87,50856,70,5.247688,1
29,87,50862,70,3.309608,1
8,87,50867,70,2.55224,0
34,87,50872,70,2.566384,0
34,87,50878,70,2.603408,1
9,86,50883,70,1.351696,1
20,86,50888,70,2.704904,0
21,86,50892,70,2.736736,0
17,86,50897,70,2.496136,0
16,86,50903,70,1.494064,0
18,87,50907,70,1.586592,0
17,86,50911,70,2.407784,0
16,86,50916,70,2.56824,0
20,86,50921,70,2.085216,0
27,86,50925,70,2.328904,0
15,87,50955,70,2.608456,0
21,87,50960,70,3.17216,0
21,87,50965,70,2.656864,0
22,87,50970,70,3.180288,0
44,88,50976,70,2.455288,0
9,88,50981,70,2.84276,0
35,88,50986,70,2.962144,0
16,88,50991,70,3.252592,0
24,88,50997,70,4.04484,0
27,89,51002,70,5.6312,0
21,89,51008,70,4.356912,1
26,89,51013,70,5.418208,1
42,88,51019,70,4.642992,1
19,88,51024,70,5.878224,1
19,88,51029,70,2.407856,1
27,88,51035,70,2.277496,1
17,88,51040,70,4.123696,1
13,88,51046,70,4.266632,1
39,88,51051,70,4.025384,1
32,89,51057,70,5.351432,1
19,89,51062,70,4.960392,0
38,90,51069,70,3.541688,0
28,90,51075,70,2.631968,0
13,90,51080,70,2.715008,0
44,90,51086,70,2.334064,0
39,90,51091,70,1.719192,1
12,94,51097,69,1.874144,1
42,91,51102,69,2.4394,1
53,91,51107,69,2.921736,0
35,91,51113,69,3.891072,1
5,92,51119,69,4.859696,1
36,92,51124,69,6.006008,1
25,92,51129,69,5.885256,1
36,92,51135,69,5.222632,1
29,92,51140,69,4.894448,1
53,91,51146,69,5.627008,1
10,91,51152,69,4.748856,1
38,91,51158,69,5.137736,1
26,91,51162,69,5.15044,1
24,91,51167,69,5.037848,1
24,91,51172,69,5.293368,1
36,92,51177,69,4.895384,1
31,92,51183,69,2.93872,1
5,92,51188,69,3.716592,1
51,92,51194,69,3.853464,1
24,93,51200,69,2.70428,1
34,93,51206,69,1.862944,1
34,93,51212,69,2.416208,1
28,93,51218,69,1.16024,1
32,93,51223,69,1.682968,1
3,93,51229,69,2.111552,1
37,93,51257,69,2.288736,1
0,93,51262,69,1.407544,1
58,92,51267,69,1.454272,0
36,92,51288,69,2.01316,0
7,92,51293,69,1.545472,1
10,92,51298,69,1.51936,1
60,92,51319,69,1.80196,1
56,92,51325,69,1.455448,0
4,92,51330,69,1.220448,0
4,92,51335,69,2.084184,0
55,92,51340,69,2.261528,0
13,91,51346,69,1.575448,0
3,91,51350,69,2.01204,0
30,91,51356,69,2.1968,0
63,91,51361,69,1.962168,0
35,91,51366,69,2.471784,0
44,91,51371,69,1.607624,0
30,91,51377,69,2.977416,0
28,91,51382,69,2.253496,0
34,90,51386,69,2.406888,0
27,90,51391,69,2.24544,0
41,90,51397,69,2.945632,0
40,90,51403,69,2.439464,0
13,90,51418,69,2.398976,0
11,89,51422,69,2.568136,0
25,88,51427,69,2.704864,0
23,88,51431,69,2.713,0
21,89,51436,69,2.575928,0
29,88,51442,69,2.680776,0
22,88,51447,69,2.680656,0
25,88,51451,69,2.697,0
22,87,51456,69,2.777512,0
15,87,51461,69,2.640352,0
15,87,51466,69,2.834352,0
16,87,51491,69,2.704904,0
21,87,51496,69,2.745288,0
20,86,51500,69,2.777448,0
19,87,51505,69,2.737384,0
20,87,51528,69,2.69652,0
35,87,51534,69,2.543832,0
21,87,51540,69,3.188288,0
15,88,51565,69,2.479464,0
18,88,51569,69,3.003632,0
20,88,51574,69,2.503784,0
63,88,51581,69,3.163904,0
23,88,51586,69,2.713024,0
20,88,51591,69,3.821808,0
20,89,51615,69,2.592136,0
25,89,51620,69,3.011368,0
23,89,51624,69,2.704952,0
19,89,51629,69,2.874208,0
21,89,51634,69,2.45552,0
20,89,51638,69,2.866208,0
22,90,51644,69,2.495192,0
48,90,51668,69,2.57628,0
47,90,51674,69,2.454888,0
25,91,51678,69,1.849656,0
69,91,51683,69,2.125032,0
38,91,51689,69,2.311136,0
29,91,51694,69,2.238136,0
44,91,51715,69,2.519464,0
27,91,51721,69,1.825408,0
53,92,51727,69,2.441136,1
39,95,51748,69,1.924368,1
35,92,51753,69,1.64224,1
30,92,51758,69,2.818992,1
27,92,51764,69,1.497232,1
46,92,51769,69,1.538544,1
51,92,51775,69,1.99056,1
32,92,51797,69,2.272864,1
36,93,51803,68,3.17476,1
28,93,51808,68,2.531584,1
5,93,51814,68,2.008136,1
31,93,51819,68,1.966944,1
29,93,51825,68,2.94712,1
35,93,51831,68,3.494488,1
5,93,51837,68,2.522904,1
26,93,51863,68,2.03108,1
58,93,51869,68,2.11952,1
25,93,51874,68,1.900288,1
0,93,51880,68,0.973136,1
18,93,51885,68,1.358624,0
34,92,51891,68,1.803664,1
19,92,51896,68,2.43228,0
34,92,51918,68,1.566872,1
17,92,51923,68,1.584448,0
6,92,51928,68,1.1246,0
9,91,51950,68,1.914544,0
23,92,51955,68,1.262216,0
45,91,51961,68,1.835736,0
28,92,51967,68,2.559552,0
19,91,51973,68,1.479056,0
49,91,51978,68,2.551616,0
42,91,51983,68,2.655832,0
0,90,51988,68,2.4794,0
34,90,51993,68,2.752904,0
34,90,51997,68,2.454976,0
18,90,52002,68,2.43884,0
23,90,52007,68,2.648576,0
36,89,52034,68,4.864224,0
51,88,52039,68,2.656656,0
16,88,52044,68,2.446632,0
27,88,52050,68,2.817896,0
20,88,52055,68,2.50368,0
13,87,52060,68,2.527736,0
19,87,52064,68,2.58428,0
23,87,52069,68,2.785416,0
23,87,52073,68,2.696864,0
16,87,52078,68,2.785832,0
47,87,52083,68,2.632776,0
16,87,52087,68,2.552208,0
16,87,52112,68,2.624616,0
15,87,52117,68,2.576208,0
22,84,52118,88,1.824,0
5,84,52122,88,3.36,1
0,84,52127,88,4.384,0
1,84,52131,88,0.013688,0
10,84,52135,88,2.888,0
2,84,52139,88,3.88,0
3,84,52144,88,3.8,1
8,84,52148,88,3.96,0
31,84,52153,88,4.144,1
9,84,52158,88,6.696,1
26,84,52162,88,4.064,0
19,85,52167,88,10.168,0
21,85,52172,88,7.248,0
24,85,52176,88,4.552,1
26,85,52181,88,9.4,1
18,85,52185,88,3.712,1
15,85,52190,88,3.216,1
7,85,52194,88,0.912,1
7,85,52199,88,14.16,0
36,85,52203,88,4.144,1
0,85,52208,88,4.976,1
11,85,52213,88,2.936,1
28,85,52217,88,6.568,1
4,85,52222,88,4.368,0
37,86,52226,88,6.248,0
58,86,52231,88,4.864,0
6,86,52235,88,4.968,1
26,86,52240,88,8,1
43,86,52245,88,4.728,1
11,86,52249,88,8.384,1
27,87,52254,88,5.728,0
49,86,52258,88,4.176,0
8,87,52263,88,12.16,1
12,86,52268,88,6.232,1
36,87,52272,87,8,0
10,87,52277,87,11.672,1
11,88,52282,87,7.816,1
46,88,52286,87,8.024,0
14,89,52291,87,7.464,0
21,89,52296,87,4.512,0
14,89,52300,87,8.848,0
24,89,52305,87,3.632,0
39,89,52309,87,6.536,0
62,90,52314,87,2.512,0
45,90,52318,87,4.368,0
22,90,52323,87,5.368,0
52,90,52328,87,5.76,1
40,90,52332,87,5.328,1
26,90,52337,87,13.304,0
53,92,52342,87,7.064,0
15,91,52347,87,8.232,1
30,90,52351,87,4.064,0
3,93,52356,87,2.256,0
3,89,52361,87,2.672,1
26,90,52365,87,12.232,0
7,90,52370,87,5.232,1
12,90,52375,87,4.592,1
32,90,52379,87,14.88,1
16,90,52384,87,5.592,1
62,90,52389,87,10.744,1
21,89,52393,87,13.592,1
30,88,52397,87,4,0
47,88,52402,87,6.464,0
21,88,52407,87,3.272,1
22,88,52411,87,5.192,1
5,88,52416,87,2.632,1
2,88,52420,87,2.312,1
0,88,52424,87,3.616,0
2,88,52429,87,10.528,1
30,89,52434,87,15.576,0
23,89,52438,87,5.6,1
26,88,52442,87,4.448,1
34,89,52447,87,7.68,1
6,88,52452,87,4.432,1
3,88,52456,87,2.216,1
24,88,52474,87,12.728,1
4,88,52479,87,11.856,1
23,88,52483,87,4.176,0
5,87,52488,87,2.88,0
53,88,52506,87,7.92,1
35,89,52511,87,11.624,1
15,89,52516,87,9.584,0
39,93,52520,87,8.024,0
34,89,52525,87,5.424,0
30,89,52529,87,5.016,0
31,90,52534,87,5.456,0
14,89,52538,87,4.792,0
4,89,52543,87,6.912,0
19,89,52548,87,5.48,0
4,89,52552,87,4.84,0
30,89,52557,86,4.408,0
47,89,52561,86,5.016,0
31,89,52566,86,4.88,0
21,89,52570,86,6.064,0
35,89,52575,86,4.312,0
35,88,52579,86,4.808,0
26,88,52583,86,4.664,0
32,89,52588,86,5.032,0
25,88,52592,86,5.576,0
38,88,52596,86,5.44,0
27,88,52601,86,6.928,0
36,88,52606,86,5.824,0
29,88,52610,86,5.768,0
28,87,52615,86,5.336,0
30,87,52619,86,5.8,0
21,87,52624,86,5.664,0
21,87,52628,86,8.888,0
24,86,52633,86,16.152,1
9,86,52637,86,3.264,0
1,86,52642,86,3.296,0
3,86,52646,86,5.72,1
14,86,52651,86,5.728,1
15,86,52656,86,3.608,1
5,86,52660,86,12.208,0
16,85,52665,86,3.864,0
10,85,52669,86,7.84,1
35,85,52674,86,8.224,0
7,85,52679,86,5.464,1
18,85,52683,86,4.832,0
36,85,52688,86,5.72,0
13,85,52692,86,5.208,0
18,85,52697,86,5.616,0
23,85,52701,86,4.016,0
20,85,52706,86,5.768,0
16,85,52710,86,4.992,0
50,85,52715,86,4.856,0
21,85,52720,86,4.352,0
18,85,52724,86,4.664,0
7,85,52729,86,6.016,0
23,85,52734,86,5.472,0
19,85,52738,86,8.64,0
9,85,52743,86,9.232,0
9,85,52748,86,4.112,0
13,86,52753,86,9.144,1
3,86,52757,86,9.832,0
10,86,52762,86,5.592,1
23,86,52766,86,4.48,1
8,85,52771,86,5.008,1
4,86,52776,86,3.512,1
29,86,52781,86,6.712,0
41,86,52785,86,4.016,0
9,86,52789,86,7.248,1
14,86,52794,86,5.4,1
19,86,52798,86,10.44,1
46,86,52803,86,7.544,1
28,86,52807,86,4.376,1
17,86,52812,86,6.056,1
20,86,52817,86,3.064,1
8,86,52821,86,4.152,1
23,86,52826,86,2.56,1
35,87,52830,86,12.12,1
41,86,52835,86,2.944,1
3,86,52840,86,8.696,1
1,86,52844,86,4.048,1
35,86,52849,86,7.608,1
25,87,52853,86,3.856,1
16,86,52858,85,4.688,1
31,87,52862,85,10.104,1
6,86,52867,85,3.544,1
31,87,52872,85,4.488,1
27,87,52876,85,3.6,1
23,87,52881,85,12.096,1
13,87,52886,85,7.712,1
42,88,52891,85,6.512,0
30,88,52895,85,4.184,0
3,88,52900,85,12.704,0
27,89,52905,85,6.736,0
38,89,52909,85,8.864,0
44,89,52914,85,4.232,0
19,90,52918,85,8.592,0
8,90,52923,85,8.2,0
62,90,52927,85,3.664,0
12,90,52932,85,6.344,0
43,91,52936,85,5.296,0
62,90,52941,85,3.824,1
26,90,52946,85,4.008,1
34,90,52950,85,4.448,1
65,90,52955,85,4.496,1
44,91,52959,85,6.624,1
9,91,52964,85,5.928,1
59,91,52970,85,3.432,1
32,91,52974,85,5.472,1
32,91,52979,85,7.568,1
65,91,52984,85,8.968,1
11,91,52989,85,7.432,1
35,91,52993,85,7.224,1
2,91,52998,85,3.456,1
31,92,53002,85,14.816,1
35,92,53008,85,14.136,1
52,92,53013,85,7.016,1
9,92,53018,85,1.864,1
39,92,53022,85,9.904,1
38,92,53027,85,10.824,1
68,92,53031,85,6.4,1
36,92,53036,85,6.056,0
42,92,53040,85,3.624,1
54,91,53045,85,8.84,0
33,91,53049,85,7.12,1
35,91,53063,85,5.184,1
43,91,53068,85,3.28,1
30,91,53073,85,4.464,1
3,91,53077,85,7.464,1
39,91,53082,85,3.752,0
55,91,53086,85,5.432,0
7,91,53091,85,5.176,1
29,91,53096,85,4.544,1
36,91,53100,85,5.032,1
28,91,53105,85,5.672,0
28,94,53110,85,4.184,0
10,90,53115,85,4.648,0
41,90,53119,85,4.456,0
24,91,53123,85,5.656,0
23,90,53128,85,4.752,0
37,90,53133,85,3.304,0
22,90,53137,85,5.048,0
28,90,53142,85,2.968,0
21,90,53146,85,8.256,0
29,90,53151,85,4.408,0
49,89,53169,84,4.512,0
29,89,53173,84,5.736,0
29,89,53178,84,4.696,0
61,89,53182,84,4.768,0
27,88,53188,84,4.816,0
16,88,53193,84,4.928,0
27,88,53198,84,4.776,0
34,88,53202,84,5.208,0
34,90,53207,84,5.192,0
25,87,53211,84,5.464,0
23,87,53216,84,5.336,0
24,87,53220,84,5.608,0
21,87,53225,84,5.728,0
19,87,53229,84,5.632,0
26,87,53234,84,5.936,0
23,86,53238,84,5.536,0
19,86,53243,84,5.84,0
23,86,53248,84,5.128,0
23,86,53252,84,6.032,0
31,86,53257,84,5.152,0
19,86,53261,84,5.92,0
24,85,53266,84,5.2,0
22,85,53270,84,5.736,0
25,85,53275,84,5.264,0
16,85,53279,84,5.672,0
17,85,53284,84,5.68,0
15,85,53288,84,5.64,0
23,85,53293,84,5.872,0
14,85,53298,84,5.528,0
12,85,53302,84,6.232,0
20,85,53307,84,5.896,0
20,85,53311,84,6.12,0
21,88,53316,84,6.4,0
20,85,53320,84,5.952,0
25,85,53326,84,6.432,0
15,85,53331,84,5.512,0
13,85,53335,84,6.616,0
22,86,53340,84,5.056,0
15,86,53344,84,5.552,0
14,86,53349,84,4.824,0
17,86,53354,84,5.616,0
9,86,53358,84,5.184,0
8,86,53363,84,5.088,0
14,86,53368,84,5.432,0
14,86,53372,84,5.584,0
22,87,53377,84,7.12,0
20,87,53381,84,6.152,0
15,87,53386,84,6.728,0
22,87,53391,84,5.44,0
17,87,53395,84,6.848,0
18,87,53400,84,5.504,0
19,87,53404,84,5.696,0
13,87,53409,84,5.432,0
15,88,53414,84,6.048,0
16,88,53418,84,8.216,0
15,88,53423,84,12.144,1
14,88,53428,84,14.048,1
13,88,53432,84,10.936,1
31,87,53437,84,11.104,1
18,87,53442,84,7.416,0
24,87,53448,84,6.848,1
37,90,53453,84,7.696,1
13,88,53457,84,10.584,0
20,88,53462,84,6.872,0
13,88,53467,84,8.664,1
68,88,53472,84,4.792,1
2,88,53476,84,5.384,0
18,89,53481,84,9.312,1
30,88,53486,84,5.424,1
27,89,53491,84,6.296,1
13,89,53495,83,6.64,1
59,89,53500,83,9.944,1
17,89,53505,83,4.784,1
15,89,53509,83,6.44,1
29,89,53514,83,7.008,0
41,89,53519,83,11.192,0
6,89,53524,83,5.392,1
9,90,53528,83,11.672,0
35,90,53533,83,5.176,0
28,90,53538,83,11.256,1
36,90,53542,83,5.792,0
42,91,53547,83,4.32,1
25,91,53551,83,3.688,1
35,91,53556,83,4.632,1
37,91,53560,83,5.168,1
20,91,53565,83,5.424,1
49,91,53569,83,5.4,1
4,91,53574,83,5.888,1
29,91,53578,83,5.816,1
2,91,53583,83,6.808,1
46,91,53588,83,8.856,1
8,91,53592,83,5.112,1
33,91,53597,83,6.872,1
33,91,53602,83,4.36,1
23,91,53607,83,5.008,1
36,91,53611,83,5.4,0
11,91,53616,83,4.328,1
35,91,53620,83,6.016,1
31,91,53625,83,6.56,1
34,91,53630,83,4.064,1
0,91,53635,83,3.496,1
27,91,53639,83,2.8,1
4,91,53644,83,5.224,1
32,91,53649,83,6.2,1
25,91,53653,83,5.968,1
27,91,53658,83,4.216,0
44,91,53663,83,5.6,1
39,91,53667,83,5.512,0
37,91,53672,83,5.312,0
9,91,53676,83,4.712,0
27,91,53681,83,3.68,0
34,90,53686,83,4.024,0
23,91,53690,83,5.872,0
25,91,53696,83,4.6,0
56,91,53700,83,4.432,0
34,91,53705,83,3.264,0
16,91,53709,83,4.536,0
58,91,53714,83,5.952,0
39,91,53718,83,4.552,0
12,90,53723,83,3.312,0
62,90,53727,83,4.408,0
21,90,53732,83,3.864,0
33,90,53737,83,4.616,0
42,90,53741,83,4.888,0
27,90,53746,83,4.6,0
9,90,53750,83,4.768,0
29,90,53755,83,5.4,0
5,89,53760,83,3.712,0
29,90,53764,83,6.328,0
37,89,53769,83,6.152,0
36,89,53773,83,5.176,0
21,89,53778,83,4.232,0
13,89,53783,83,5.28,0
35,89,53787,83,5.464,0
34,89,53792,83,5.096,0
29,88,53796,83,7.368,0
31,88,53801,83,6.264,0
30,88,53805,83,7.312,0
23,88,53810,83,5.912,0
17,88,53815,83,6.792,0
17,87,53819,83,5.864,0
35,87,53824,83,5.416,0
11,87,53829,83,6.336,0
17,87,53833,83,5.168,0
19,87,53838,83,5.88,0
24,86,53842,82,5.856,0
19,87,53847,82,5.76,0
13,86,53852,82,6.056,0
14,86,53857,82,8.248,0
20,86,53861,82,4.888,0
3,85,53866,82,4.8,1
19,85,53871,82,6.104,0
20,85,53875,82,5.792,0
23,85,53880,82,5.256,0
14,85,53884,82,5.688,0
20,85,53889,82,5.672,0
34,85,53894,82,5.728,0
21,85,53898,82,6.12,0
14,85,53903,82,5.32,0
28,85,53907,82,5.592,0
15,85,53912,82,5.632,0
22,85,53916,82,2.456,0
66,67,53921,585,1.273008,0
89,68,53927,582,2.010312,0
83,69,53932,580,0.93612,0
38,69,53937,577,2.21848,0
90,70,53943,576,1.152664,0
88,72,53949,573,0.960328,0
58,73,53956,569,1.761712,0
92,78,53962,566,1.280928,0
